timestamp,user_id,role,ip_address,location,login_time_hour,session_duration_min,access_frequency,failed_logins,file_access_count,sensitive_file_access_count,data_transferred_mb,unusual_location_flag,unusual_device_flag,is_anomaly,ensemble_score,is_anomaly_pred,rf_score,if_score,ae_score,risk_score,risk_level,threat_type
2026-09-02 23:34:59,user_029,DevOps,185.131.22.172,RU-Moscow,23,2.44,50,20,3,1,3.89,1,1,1,0.6440894349835368,1,1.0,0.5891147602436937,0.1515970755929755,76.22,HIGH,Brute Force Authentication Attack
2026-09-02 23:35:01,user_018,Analyst,192.168.106.103,US-West,23,27.89,21,1,15,0,231.11,0,0,0,0.1592259810039013,0,0.0,0.3767524660980315,0.1094504714783614,14.87,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:03,user_012,Admin,192.168.106.130,AP-South,23,37.73,7,0,29,0,82.3,0,0,0,0.1443241864197849,0,0.0,0.3385004409700844,0.1033961283210216,13.78,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:05,user_061,HR,192.168.130.38,EU-Central,23,25.02,21,1,20,3,86.52,0,0,0,0.159234697095548,0,0.0,0.3836616577703516,0.0998124675036996,14.87,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:07,user_096,DevOps,192.168.125.14,US-East,23,70.06,6,0,10,1,60.34,0,0,0,0.13685761515613,0,0.0,0.3257694911015928,0.0913531730822903,13.25,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:09,user_042,DevOps,192.168.152.150,AP-South,23,18.94,19,0,21,0,40.09,0,0,0,0.1495163011877506,0,0.0,0.3443200315960972,0.1160171605164663,14.15,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:11,user_100,Admin,192.168.86.140,US-East,23,94.65,8,1,22,0,113.42,0,0,0,0.1732631612552209,0,0.0,0.3689611585075751,0.1765070231102783,15.97,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:13,user_045,Analyst,192.168.98.28,EU-Central,23,42.3,5,1,13,3,210.64,0,0,0,0.2081583804049103,0,0.01,0.3921024652217453,0.2676900703091978,18.98,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:15,user_095,DevOps,192.168.241.227,EU-Central,23,14.01,21,0,24,1,149.66,0,0,0,0.161646081184346,0,0.0,0.3731433448502971,0.1241836419469681,15.06,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:17,user_082,Admin,192.168.77.189,US-East,23,30.69,10,0,13,0,32.47,0,0,0,0.1408141866454774,0,0.0,0.3286928610328715,0.1030867411358896,13.53,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:19,user_034,Developer,192.168.253.139,AP-South,23,36.84,14,0,5,2,110.83,0,0,0,0.1458226076556531,0,0.01,0.3324126035896397,0.1019127855971168,13.88,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:21,user_048,Admin,192.168.186.139,US-East,23,101.51,13,0,28,2,126.49,0,0,0,0.1367701547973084,0,0.0,0.3213536252747904,0.0971855438045271,13.25,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:23,user_053,Admin,185.87.139.6,CN-Beijing,23,4.08,82,8,4,1,2.9,1,1,1,0.7067231608131225,1,0.99,0.4764239493455058,0.5758991141687818,82.35,HIGH,Brute Force Authentication Attack
2026-09-02 23:35:25,user_084,Analyst,192.168.219.175,EU-Central,23,48.42,23,0,23,2,38.08,0,0,0,0.139284112995875,0,0.0,0.3286196501675834,0.0970689417488834,13.42,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:27,user_039,DevOps,192.168.85.115,AP-South,23,49.5,5,0,13,3,130.22,0,0,0,0.146147065503231,0,0.0,0.3498230477387706,0.0948359951786454,13.91,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:30,user_064,Analyst,192.168.213.36,US-West,23,22.3,8,0,16,1,126.09,0,0,0,0.1354152634297609,0,0.0,0.3258484110896379,0.0854732781935507,13.15,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:32,user_035,Analyst,192.168.66.234,US-West,23,96.78,6,0,10,0,76.99,0,0,0,0.1366870482765808,0,0.0,0.327719801508031,0.0879404709950798,13.24,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:34,user_051,HR,192.168.110.18,AP-South,23,23.21,5,0,25,3,14.32,0,0,0,0.1495811198501565,0,0.0,0.3463828249108813,0.1133885245253921,14.15,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:36,user_020,Admin,192.168.188.142,EU-Central,23,119.06,5,0,27,3,152.09,0,0,0,0.1479995093005037,0,0.0,0.3544360403697949,0.0957875806843022,14.04,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:38,user_098,DevOps,192.168.249.220,US-West,23,47.93,12,0,18,1,63.72,0,0,0,0.1354894919741375,0,0.0,0.3186746814752342,0.0958134138312223,13.16,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:40,user_014,HR,192.168.89.95,US-West,23,73.06,11,1,26,2,230.37,0,0,0,0.1607013059615525,0,0.0,0.368598171808128,0.1267677833148311,14.98,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:42,user_029,DevOps,192.168.119.115,US-East,23,102.25,24,0,30,0,25.13,0,0,0,0.1463584830774678,0,0.0,0.3443202694754473,0.1033855550442449,13.92,LOW,Off-Hours Privilege Escalation
2026-09-02 23:35:44,user_056,Analyst,192.168.241.200,US-East,23,61.42,25,0,24,2,145.04,0,0,0,0.1363167739383937,0,0.0,0.3255672402857259,0.0894729593535586,13.21,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:46,user_058,HR,192.168.205.86,EU-Central,23,82.77,5,0,30,3,249.91,0,0,0,0.15479689468208,0,0.0,0.3717447902324508,0.0987448724028891,14.54,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:48,user_020,Developer,10.0.22.112,US-East,23,499.18,130,0,176,52,10016.84,0,1,1,0.8788115090955569,1,0.98,0.6766043117015912,1.0,92.91,CRITICAL,Mass Data Exfiltration
2026-09-02 23:35:50,user_014,HR,192.168.53.184,US-East,23,114.99,11,0,26,2,212.32,0,0,0,0.1366458518934273,0,0.0,0.3230005960918792,0.0943825730450783,13.24,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:52,user_085,Admin,91.71.111.7,RU-Moscow,3,203.44,101,3,138,39,3425.43,1,1,1,0.7685406225851436,1,0.99,0.6153444260484913,0.6286802938726863,87.12,HIGH,Mass Data Exfiltration
2026-09-02 23:35:54,user_028,Analyst,192.168.69.85,US-East,23,66.26,17,0,22,2,145.33,0,0,0,0.1265377983337142,0,0.0,0.3071889614990396,0.0760866472362016,12.56,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:56,user_018,Analyst,192.168.152.50,EU-Central,23,17.24,5,0,29,1,237.88,0,0,0,0.1629765538895446,0,0.0,0.374845076808134,0.1271231080267909,15.16,LOW,Anomalous Behavioral Deviation
2026-09-02 23:35:58,user_070,DevOps,192.168.170.142,US-West,23,41.25,19,0,25,0,82.93,0,0,0,0.144062736744924,0,0.0,0.3372910979957062,0.1040434097857076,13.76,LOW,Off-Hours Privilege Escalation
2026-09-02 23:36:00,user_073,Analyst,10.0.54.132,US-West,23,218.3,116,0,135,28,10883.63,1,0,1,0.8638940968054794,1,0.99,0.6226294599996149,0.9998951432224564,92.3,CRITICAL,Mass Data Exfiltration
2026-09-02 23:36:03,user_022,Admin,91.226.159.182,CN-Beijing,3,347.04,60,6,146,24,2174.87,1,1,1,0.7635796578981906,1,0.98,0.5993071038166591,0.6472886862494397,86.78,HIGH,Brute Force Authentication Attack
2026-09-02 23:36:05,user_068,DevOps,192.168.117.138,EU-Central,23,56.74,7,0,18,1,228.56,0,0,0,0.1466680298743619,0,0.0,0.348832300985069,0.0983068981183509,13.94,LOW,Off-Hours Privilege Escalation
